"stateID","state","Indicator","Type","Estimate","X95..LCL","X95..UCL"
7,"Al-Gadarif","Health & Nutrition Messages : Preferred radio station : National Radio","Proportion",0.1314,0.0563,0.2065
7,"Al-Gadarif","Health & Nutrition Messages : Preferred radio station : Local State Radio","Proportion",0.1186,0.0412,0.1961
7,"Al-Gadarif","Health & Nutrition Messages : Preferred radio station : FM100","Proportion",0.0121,1e-04,0.0303
7,"Al-Gadarif","Health & Nutrition Messages : Preferred radio station : Community Radio","Proportion",0.052,0.0079,0.096
7,"Al-Gadarif","Health & Nutrition Messages : Preferred radio station : Darfur Radio","Proportion",0.0058,1e-04,0.0158
7,"Al-Gadarif","Health & Nutrition Messages : Preferred medium : Social media","Proportion",0.1266,0.0436,0.2096
7,"Al-Gadarif","Health & Nutrition Messages : Preferred medium : Mobile phone SMS","Proportion",0.0195,1e-04,0.0468
7,"Al-Gadarif","Health & Nutrition Messages : Preferred medium : Internet","Proportion",0.0214,1e-04,0.0503
7,"Al-Gadarif","Health & Nutrition Messages : Preferred medium : Outreach workers","Proportion",0.4204,0.2945,0.5463
7,"Al-Gadarif","Health & Nutrition Messages : Preferred medium : Posters","Proportion",0.0534,0.0018,0.105
7,"Al-Gadarif","Health & Nutrition Messages : Preferred medium : Radio","Proportion",0.33,0.2048,0.4553
7,"Al-Gadarif","Health & Nutrition Messages : Preferred medium : TV","Proportion",0.1376,0.0624,0.2129
7,"Al-Gadarif","Health & Nutrition Messages : Preferred programs : News","Proportion",0.3316,0.2048,0.4585
7,"Al-Gadarif","Health & Nutrition Messages : Preferred programs : Serials","Proportion",0.1193,0.0606,0.1779
7,"Al-Gadarif","Health & Nutrition Messages : Preferred programs : Talk shows","Proportion",0.0619,0.019,0.1048
7,"Al-Gadarif","Health & Nutrition Messages : Preferred programs : Children's programs","Proportion",0.047,0.0082,0.0858
7,"Al-Gadarif","Health & Nutrition Messages : Preferred programs : Documentaries","Proportion",0.0146,1e-04,0.0397
7,"Al-Gadarif","Health & Nutrition Messages : Preferred time to receive health messages : Morning","Proportion",0.2824,0.1662,0.3986
7,"Al-Gadarif","Health & Nutrition Messages : Preferred time to receive health messages : Afternoon","Proportion",0.1187,0.0537,0.1837
7,"Al-Gadarif","Health & Nutrition Messages : Preferred time to receive health messages : Evening","Proportion",0.2107,0.1306,0.2909
7,"Al-Gadarif","Health & Nutrition Messages : Preferred time to receive health messages : Night","Proportion",0.0757,0.0255,0.1259
7,"Al-Gadarif","Carer : Mean MUAC (mm)","Mean",270.0449,263.6126,276.4771
7,"Al-Gadarif","Carer : MUAC < 210 mm (GAM)","Proportion",0.0771,0.0378,0.1164
7,"Al-Gadarif","Carer : MUAC between 185 mm and 210 mm (MAM)","Proportion",0.057,0.0142,0.0998
7,"Al-Gadarif","Carer : MUAC < 185 mm (SAM)","Proportion",0.0192,0.0022,0.0363
7,"Al-Gadarif","Carer : Mid-upper arm circumference < 230 mm (as in S3M-I)","Proportion",0.1203,0.066,0.1746
7,"Al-Gadarif","Household : Time to health facility in hours (mean)","Mean",0.4205,0.2544,0.5866
7,"Al-Gadarif","Household : Time to health facility < 30 minutes","Proportion",0.8474,0.7328,0.962
7,"Al-Gadarif","Household : Time to health facility < 1 hour","Proportion",0.9461,0.87,0.9999
7,"Al-Gadarif","Carer : CHW present at health facility within area","Proportion",0.4779,0.3219,0.6339
7,"Al-Gadarif","Carer : Medical assistant present at health facility within area","Proportion",0.0911,0.0088,0.1733
7,"Al-Gadarif","Carer : Village midwife present at health facility within area","Proportion",0.2553,0.1358,0.3748
7,"Al-Gadarif","Carer : Any health worker present at health facility within area","Proportion",0.6508,0.4995,0.802
7,"Al-Gadarif","Household : Salt iodization : Substandard or no iodization","Proportion",0.9955,0.9844,0.9999
7,"Al-Gadarif","Household : Salt iodization : Any iodization","Proportion",0.1402,0.0292,0.2513
7,"Al-Gadarif","Household : Salt iodization : Adequate (> 15 ppm)","Proportion",0.0046,1e-04,0.016
7,"Al-Gadarif","Carer : Marital status : Married","Proportion",0.974,0.9535,0.9945
7,"Al-Gadarif","Carer : Marital status : Single (never married)","Proportion",0.002,1e-04,0.008
7,"Al-Gadarif","Carer : Marital status : Divorced","Proportion",0.0139,1e-04,0.0296
7,"Al-Gadarif","Carer : Marital status : Widowed","Proportion",0.0089,1e-04,0.0196
7,"Al-Gadarif","Carer (aged 20 - 24) : Married at or before 15 years of age","Proportion",0.2766,0.1958,0.3575
7,"Al-Gadarif","Carer (aged 20 - 24) : Married at or before 18 years of age","Proportion",0.6721,0.5927,0.7514
7,"Al-Gadarif","Carer (aged 20 - 24) : Carers first giving birth between 15 and 19 years of age","Proportion",0.7713,0.671,0.8717
7,"Al-Gadarif","Carer : Age at first parity","Mean",18.5719,17.8786,19.2651
7,"Al-Gadarif","Carer : Carer is circumcised (FGM) : All ages","Proportion",0.6418,0.5083,0.7754
7,"Al-Gadarif","Carer : Carer is circumcised (FGM) : 15 - 49 years (MICS compatible)","Proportion",0.6436,0.5132,0.774
7,"Al-Gadarif","Carer : Carer is circumcised (FGM) : 15 - 19 years of age","Proportion",0.6955,0.4365,0.9545
7,"Al-Gadarif","Carer : Carer is circumcised (FGM) : 20 - 24 years of age","Proportion",0.6403,0.4765,0.8042
7,"Al-Gadarif","Carer : Carer is circumcised (FGM) : 25 - 29 years of age","Proportion",0.6047,0.442,0.7673
7,"Al-Gadarif","Carer : Carer is circumcised (FGM) : 30 - 34 years of age","Proportion",0.6653,0.487,0.8436
7,"Al-Gadarif","Carer : Carer is circumcised (FGM) : 35 - 39 years of age","Proportion",0.6756,0.4882,0.8629
7,"Al-Gadarif","Carer : Carer is circumcised (FGM) : 40 - 44 years of age","Proportion",0.6845,0.4216,0.9475
7,"Al-Gadarif","Carer : Carer is circumcised (FGM) : 45 - 49 years of age","Proportion",0.8017,0.348,0.9999
7,"Al-Gadarif","Carer : Carer is circumcised (FGM) : 50 years or older","Proportion",0.3866,1e-04,0.9928
7,"Al-Gadarif","Danger Signs : Number of danger signs identified by carer (max = 5)","Mean",1.5855,1.3912,1.7798
7,"Al-Gadarif","Danger Signs : Carer identified not feeding as danger sign","Proportion",0.1827,0.1007,0.2647
7,"Al-Gadarif","Danger Signs : Carer identified convulsions as a danger sign","Proportion",0.0942,0.0451,0.1433
7,"Al-Gadarif","Danger Signs : Carer identified vomiting as a danger sign","Proportion",0.3121,0.2015,0.4226
7,"Al-Gadarif","Danger Signs : Carer identified bloody diarrhoea as a danger sign","Proportion",0.3527,0.2387,0.4668
7,"Al-Gadarif","Danger Signs : Carer identified fever as a danger sign","Proportion",0.7822,0.7106,0.8537
7,"Al-Gadarif","Danger Signs : Carer identified loss of consciousness as a danger sign","Proportion",0.0536,0.0213,0.0858
7,"Al-Gadarif","Danger Signs : Carer identified becoming progressively sicker as a danger sign","Proportion",0.0855,0.0418,0.1292
7,"Al-Gadarif","Danger Signs : Carer identified rapid / difficulty breathing as a danger sign","Proportion",0.1836,0.097,0.2702
7,"Al-Gadarif","Carer : Diet : Consumes grains, white roots and tubers, and plantains","Proportion",0.9671,0.9221,0.9999
7,"Al-Gadarif","Carer : Diet : Consumes green leafy vegetables","Proportion",0.3272,0.2372,0.4171
7,"Al-Gadarif","Carer : Diet : Consumes vitamin A-rich fruits and vegetables","Proportion",0.0849,0.0348,0.1351
7,"Al-Gadarif","Carer : Diet : Consumes other fruits and vegetables","Proportion",0.2049,0.1131,0.2966
7,"Al-Gadarif","Carer : Diet : Consumes organ meat","Proportion",0.0167,1e-04,0.0417
7,"Al-Gadarif","Carer : Diet : Consumes meat, poultry and fish","Proportion",0.5102,0.3964,0.6241
7,"Al-Gadarif","Carer : Diet : Consumes eggs","Proportion",0.039,0.0017,0.0763
7,"Al-Gadarif","Carer : Diet : Consumes legumes and pulses","Proportion",0.1742,0.1066,0.2417
7,"Al-Gadarif","Carer : Diet : Consumes nuts and seeds","Proportion",0.0457,1e-04,0.0972
7,"Al-Gadarif","Carer : Diet : Consumes dairy","Proportion",0.3499,0.2331,0.4667
7,"Al-Gadarif","Carer : Diet : Women's Dietary Diversity Score","Mean",2.7207,2.505,2.9364
7,"Al-Gadarif","Carer : Diet : Minimum Dietary Diversity - Women","Proportion",0.0373,0.0067,0.0678
7,"Al-Gadarif","Carer : Diet : Protein-rich animal sources","Proportion",0.7042,0.5851,0.8233
7,"Al-Gadarif","Carer : Diet : Protein-rich plant sources","Proportion",0.2224,0.1432,0.3015
7,"Al-Gadarif","Carer : Diet : Protein-rich (any source)","Proportion",0.7771,0.6732,0.881
7,"Al-Gadarif","Carer : Diet : Consumes plant sources of vitamin A","Proportion",0.3855,0.2874,0.4837
7,"Al-Gadarif","Carer : Diet : Consumes animal sources of vitamin A","Proportion",0.3929,0.279,0.5068
7,"Al-Gadarif","Carer : Diet : Consumes any source of vitamin A","Proportion",0.6204,0.5202,0.7206
7,"Al-Gadarif","Carer : Diet : Consumes iron-rich foods","Proportion",0.6927,0.6017,0.7838
7,"Al-Gadarif","Carer : Diet : Consumes calcium-rich foods","Proportion",0.3473,0.2308,0.4639
7,"Al-Gadarif","Carer : Diet : Consumes zinc-rich foods","Proportion",0.635,0.5335,0.7366
7,"Al-Gadarif","Carer : Diet : Consumes vitamin B1-rich foods","Proportion",0.7772,0.6714,0.8831
7,"Al-Gadarif","Carer : Diet : Consumes vitamin B2-rich foods","Proportion",0.8509,0.7745,0.9273
7,"Al-Gadarif","Carer : Diet : Consumes vitamin B3-rich foods","Proportion",0.6374,0.5335,0.7412
7,"Al-Gadarif","Carer : Diet : Consumes vitamin B6-rich foods","Proportion",0.8663,0.7969,0.9357
7,"Al-Gadarif","Carer : Diet : Consumes vitamin B12-rich foods","Proportion",0.744,0.6418,0.8461
7,"Al-Gadarif","Carer : Diet : Consumed vitamin B1 / B2 / B3 / B6 / B12-rich foods","Proportion",0.5628,0.448,0.6775
7,"Al-Gadarif","Child : Child has a birth certificate / birth has been registered","Proportion",0.7061,0.605,0.8072
7,"Al-Gadarif","Child : Slept under ITN on previous night","Proportion",0.4042,0.2691,0.5392
7,"Al-Gadarif","Child : Mean MUAC (mm)","Mean",143.5873,141.8193,145.3554
7,"Al-Gadarif","Child : MUAC < 125 mm (GAM)","Proportion",0.0662,0.0299,0.1025
7,"Al-Gadarif","Child : MUAC between 115 mm and 125 mm (MAM)","Proportion",0.0561,0.0203,0.0919
7,"Al-Gadarif","Child : MUAC < 115 mm (SAM)","Proportion",0.0097,1e-04,0.0196
7,"Al-Gadarif","Child : Mean HAZ","Mean",-1.7603,-1.984,-1.5366
7,"Al-Gadarif","Child : HAZ < -2","Proportion",0.4516,0.3903,0.5128
7,"Al-Gadarif","Child : HAZ between -3 and -2","Proportion",0.2314,0.1473,0.3154
7,"Al-Gadarif","Child : HAZ < - 3","Proportion",0.2195,0.1637,0.2754
7,"Al-Gadarif","Child : Mean WAZ","Mean",-1.4177,-1.595,-1.2404
7,"Al-Gadarif","Child : WAZ < -2","Proportion",0.2998,0.2387,0.3608
7,"Al-Gadarif","Child : WAZ between -3 and -2","Proportion",0.2164,0.1398,0.293
7,"Al-Gadarif","Child : WAZ < - 3","Proportion",0.0826,0.0381,0.1272
7,"Al-Gadarif","Child : Mean WHZ","Mean",-0.4987,-0.7212,-0.2762
7,"Al-Gadarif","Child : WHZ < -2","Proportion",0.1098,0.0533,0.1662
7,"Al-Gadarif","Child : WHZ between -3 and -2","Proportion",0.0838,0.0212,0.1464
7,"Al-Gadarif","Child : WHZ < -3","Proportion",0.0235,1e-04,0.0504
7,"Al-Gadarif","Child : Oedema","Proportion",0.0028,1e-04,0.0111
7,"Al-Gadarif","Child : Overweight (WHZ > 2)","Proportion",0.0433,0.0162,0.0704
7,"Al-Gadarif","Child : Obese (WHZ > 3)","Proportion",0.0174,0.0014,0.0333
7,"Al-Gadarif","Child : Period prevalence of diarrhoea","Proportion",0.2015,0.13,0.2731
7,"Al-Gadarif","Child : Period prevalence of ARI","Proportion",0.2255,0.1473,0.3037
7,"Al-Gadarif","Child : Period prevalence of fever","Proportion",0.1774,0.1029,0.2519
7,"Al-Gadarif","Child : Visited health facility for diarrhoea","Proportion",0.6692,0.5211,0.8174
7,"Al-Gadarif","Child : Visited health facility for ARI","Proportion",0.7676,0.6262,0.9091
7,"Al-Gadarif","Child : Provided treatment for ARI","Proportion",0.7978,0.6632,0.9325
7,"Al-Gadarif","Child : Provided treatment for diarrhoea: ORS only","Proportion",0.5896,0.4219,0.7574
7,"Al-Gadarif","Child : Provided treatment for diarrhoea: ORS with zinc","Proportion",0.3907,0.2267,0.5546
7,"Al-Gadarif","Child : Provided treatment for diarrhoea: Any ORS","Proportion",0.7832,0.6585,0.908
7,"Al-Gadarif","Child : Provided treatment for diarrhoea: Zinc only","Proportion",0,0,0
7,"Al-Gadarif","Child : Provided treatment for diarrhoea: Don't know","Proportion",0.0204,1e-04,0.0633
7,"Al-Gadarif","Child : Circumcised (FGM) : All ages","Proportion",0.1989,0.1216,0.2762
7,"Al-Gadarif","Child : Circumcised (FGM) : 14 years of age","LOESS",0.5653,0.2623,0.8683
7,"Al-Gadarif","Child : Circumcised (FGM) : below 8 years of age","Proportion",0.1197,0.0581,0.1813
7,"Al-Gadarif","Education : Access to preschool education","Proportion",0.5272,0.3883,0.666
7,"Al-Gadarif","Education : Access to basic education","Proportion",0.8092,0.7031,0.9154
7,"Al-Gadarif","Education : Access to education (preschool or basic)","Proportion",0.718,0.6137,0.8224
7,"Al-Gadarif","Education : Reason for not attending school : Mixed education","Proportion",0.0022,1e-04,0.0138
7,"Al-Gadarif","Education : Reason for not attending school : No schools","Proportion",0.2038,1e-04,0.4439
7,"Al-Gadarif","Education : Reason for not attending school : No toilets or water in school","Proportion",5e-04,1e-04,0.0063
7,"Al-Gadarif","Education : Reason for not attending school : Illness or disability","Proportion",0.0205,1e-04,0.053
7,"Al-Gadarif","Education : Reason for not attending school : School is too far from home","Proportion",0.0898,1e-04,0.1963
7,"Al-Gadarif","Education : Reason for not attending school : Child is working","Proportion",0.0177,1e-04,0.0579
7,"Al-Gadarif","Education : Reason for not attending school : Early marriage","Proportion",0.0098,1e-04,0.0346
7,"Al-Gadarif","Education : Reason for not attending school : School fees","Proportion",0.0863,1e-04,0.1735
7,"Al-Gadarif","Education : Reason for not attending school : Displacement","Proportion",0.0206,1e-04,0.0797
7,"Al-Gadarif","Education : Reason for not attending school : Other","Proportion",0.518,0.3095,0.7265
7,"Al-Gadarif","Education : Ever attended school","Proportion",0.5622,0.4658,0.6587
7,"Al-Gadarif","Health & Nutrition Programming : MUAC screening in past month","Proportion",0.0382,0.0133,0.0631
7,"Al-Gadarif","Health & Nutrition Programming : MUAC screening in past three months","Proportion",0.1036,0.0458,0.1615
7,"Al-Gadarif","Health & Nutrition Programming : GM / GMP coverage","Proportion",0.017,0.0015,0.0325
7,"Al-Gadarif","Health & Nutrition Programming : IYCF counselling / messaging coverage","Proportion",0.3415,0.2463,0.4368
7,"Al-Gadarif","Child : Child has health insurance","Proportion",0.2817,0.2053,0.358
7,"Al-Gadarif","IYCF : Exclusive breastfeeding","Proportion",0.6677,0.4718,0.8636
7,"Al-Gadarif","IYCF : Age-appropriate continuing breastfeeding","Proportion",0.7242,0.6401,0.8084
7,"Al-Gadarif","IYCF : Age-appropriate dietary diversity","Proportion",0.1874,0.1142,0.2606
7,"Al-Gadarif","IYCF : Age-appropriate meal frequency","Proportion",0.6424,0.5413,0.7435
7,"Al-Gadarif","IYCF : Infant and child feeding index (ICFI)","Mean",3.7693,3.5247,4.0138
7,"Al-Gadarif","IYCF : Good IYCF (children aged 6 months or older)","Proportion",0.101,0.0466,0.1555
7,"Al-Gadarif","IYCF : Good IYCF (children aged between 0 and 24 months)","Proportion",0.199,0.1336,0.2645
7,"Al-Gadarif","IYCF : Diet : Protein-rich animal sources","Proportion",0.1937,1e-04,0.4535
7,"Al-Gadarif","IYCF : Diet : Protein-rich plant sources","Proportion",0.0111,1e-04,0.0862
7,"Al-Gadarif","IYCF : Diet : Protein-rich (any source)","Proportion",0.2065,1e-04,0.4855
7,"Al-Gadarif","IYCF : Diet : Consumes plant sources of vitamin A","Proportion",0.0891,1e-04,0.3096
7,"Al-Gadarif","IYCF : Diet : Consumes animal sources of vitamin A","Proportion",0.0825,1e-04,0.3694
7,"Al-Gadarif","IYCF : Diet : Consumes any source of vitamin A","Proportion",0.1813,1e-04,0.4954
7,"Al-Gadarif","IYCF : Diet : Consumes iron-rich foods","Proportion",0.1499,1e-04,0.3899
7,"Al-Gadarif","IYCF : Diet : Consumes calcium-rich foods","Proportion",0.0777,1e-04,0.3629
7,"Al-Gadarif","IYCF : Diet : Consumes zinc-rich foods","Proportion",0.1281,1e-04,0.3546
7,"Al-Gadarif","IYCF : Diet : Consumes vitamin B1-rich foods","Proportion",0.2137,1e-04,0.4836
7,"Al-Gadarif","IYCF : Diet : Consumes vitamin B2-rich foods","Proportion",0.2403,1e-04,0.5205
7,"Al-Gadarif","IYCF : Diet : Consumes vitamin B3-rich foods","Proportion",0.1249,1e-04,0.3683
7,"Al-Gadarif","IYCF : Diet : Consumes vitamin B6-rich foods","Proportion",0.2212,1e-04,0.5417
7,"Al-Gadarif","IYCF : Diet : Consumes vitamin B12-rich foods","Proportion",0.2163,1e-04,0.501
7,"Al-Gadarif","IYCF : Diet : Consumed vitamin B1 / B2 / B3 / B6 / B12-rich foods","Proportion",0.1215,1e-04,0.3478
7,"Al-Gadarif","IYCF : Introduction of solid, semi-solid or soft foods for children 6-8 months","Proportion",0.7316,0.5414,0.9219
7,"Al-Gadarif","IYCF : ICFI (children aged 6-8 months)","Mean",4.4096,3.6962,5.123
7,"Al-Gadarif","IYCF : Good IYCF (children aged 6-8 months)","Proportion",0.3791,0.1632,0.595
7,"Al-Gadarif","EPI : Vaccine card available / seen for children below 24 months","Proportion",0.7562,0.6653,0.8472
7,"Al-Gadarif","EPI : BCG coverage for children below 12 months","Proportion",0.8489,0.763,0.9349
7,"Al-Gadarif","EPI : First dose pentavalent vaccine coverage for children below 12 months","Proportion",0.814,0.7195,0.9084
7,"Al-Gadarif","EPI : Third dose pentavelent vaccine coverage for children below 12 months","Proportion",0.6397,0.5264,0.7531
7,"Al-Gadarif","EPI : First dose OPV coverage for children below 12 months","Proportion",0.7787,0.6839,0.8735
7,"Al-Gadarif","EPI : Third dose OPV coverage for children below 12 months","Proportion",0.6357,0.5232,0.7483
7,"Al-Gadarif","EPI : First dose measles vaccine for children below 12 months","Proportion",0.3485,0.2396,0.4574
7,"Al-Gadarif","EPI : Second dose measles vaccine for children below 12 months","Proportion",0.1168,0.0353,0.1982
7,"Al-Gadarif","EPI : Full EPI coverage for children below 12 months","Proportion",0.3065,0.2075,0.4054
7,"Al-Gadarif","Child : Vitamin A supplementation coverage","Proportion",0.3546,0.2275,0.4817
7,"Al-Gadarif","Carer : Haemoglobin (g/dl)","Mean",12.4538,11.2281,13.6795
7,"Al-Gadarif","Carer : Any anaemia","Proportion",0.1664,1e-04,0.4841
7,"Al-Gadarif","Carer : Mild anaemia","Proportion",0.0722,1e-04,0.1908
7,"Al-Gadarif","Carer : Moderate anaemia","Proportion",0.0835,1e-04,0.2694
7,"Al-Gadarif","Carer : Severe anaemia","Proportion",0,0,0.008
7,"Al-Gadarif","Child : Haemoglobin (g/dl)","Mean",11.1379,10.6267,11.649
7,"Al-Gadarif","Child : Any anaemia","Proportion",0.3352,0.1679,0.5025
7,"Al-Gadarif","Child : Mild anaemia","Proportion",0.1607,0.0376,0.2838
7,"Al-Gadarif","Child : Moderate anaemia","Proportion",0.1461,0.0319,0.2602
7,"Al-Gadarif","Child : Severe anaemia","Proportion",0.0196,1e-04,0.0784
7,"Al-Gadarif","Household : CSI = 0","Proportion",0.8514,0.7755,0.9273
7,"Al-Gadarif","Household : Low CSI","Proportion",0.0113,1e-04,0.0287
7,"Al-Gadarif","Household : Moderate CSI","Proportion",0.0189,0,0.0379
7,"Al-Gadarif","Household : High CSI","Proportion",0.1151,0.049,0.1812
7,"Al-Gadarif","PLW carers / other PLW : MUAC","Mean",268.3026,261.283,275.3223
7,"Al-Gadarif","PLW carers / other PLW : MUAC < 230 mm","Proportion",0.1312,0.0693,0.1931
7,"Al-Gadarif","Carer : WASH : Number of appropriate hand-washing events identified","Mean",2.4208,2.1506,2.6911
7,"Al-Gadarif","Carer : WASH : Identified five key hand-washing times","Proportion",0.0588,0.0151,0.1024
7,"Al-Gadarif","Carer : WASH : Hand-washing : After defecation","Proportion",0.4904,0.3786,0.6022
7,"Al-Gadarif","Carer : WASH : Hand-washing : After cleaning child","Proportion",0.3989,0.293,0.5049
7,"Al-Gadarif","Carer : WASH : Hand-washing : Before eating","Proportion",0.7695,0.6994,0.8397
7,"Al-Gadarif","Carer : WASH : Hand-washing : Before feeding child","Proportion",0.3612,0.2535,0.4688
7,"Al-Gadarif","Carer : WASH : Hand-washing : Before preparing food","Proportion",0.3975,0.3086,0.4863
7,"Al-Gadarif","WASH : Public pipe network in house","Proportion",0.082,1e-04,0.184
7,"Al-Gadarif","WASH : Public pipe network in yard","Proportion",0.153,0.0356,0.2704
7,"Al-Gadarif","WASH : Public water pipe","Proportion",0.0346,1e-04,0.1034
7,"Al-Gadarif","WASH : Protected ground water","Proportion",0.2429,0.1036,0.3822
7,"Al-Gadarif","WASH : Protected well","Proportion",0.1947,0.0833,0.3062
7,"Al-Gadarif","WASH : Filtered surface water","Proportion",0.0667,1e-04,0.1574
7,"Al-Gadarif","WASH : Water transferred by car from improved sources","Proportion",0.2051,0.0634,0.3468
7,"Al-Gadarif","WASH : Public pipe network in house within 30 minutes","Proportion",0.0836,1e-04,0.1845
7,"Al-Gadarif","WASH : Public pipe network in yard within 30 minutes","Proportion",0.1414,0.0245,0.2583
7,"Al-Gadarif","WASH : Public water pipe within 30 minutes","Proportion",0.0318,1e-04,0.0932
7,"Al-Gadarif","WASH : Protected ground water within 30 minutes","Proportion",0.2201,0.0911,0.3492
7,"Al-Gadarif","WASH : Protected well within 30 minutes","Proportion",0.1641,0.0431,0.285
7,"Al-Gadarif","WASH : Filtered surface water within 30 minutes","Proportion",0.0599,1e-04,0.1482
7,"Al-Gadarif","WASH : Water transferred by car from improved sources within 30 minutes","Proportion",0.179,0.0466,0.3115
7,"Al-Gadarif","WASH : Uses improved drinking water sources","Proportion",0.932,0.8426,0.9999
7,"Al-Gadarif","WASH : Improved drinking water source within 30 minutes","Proportion",0.8384,0.7299,0.9468
7,"Al-Gadarif","WASH : Uses improved toilet facilities","Proportion",0.2527,0.1462,0.3592
7,"Al-Gadarif","WASH : Uses non-shared improved toilet facilities","Proportion",0.1756,0.085,0.2663
7,"Al-Gadarif","WASH : Open defecation","Proportion",0.5508,0.4091,0.6925
7,"Al-Gadarif","WASH : Has basic hand-washing facilities","Proportion",0.0569,1e-04,0.1333
4,"Al-Gazeera","ANC : Gestational age (months) at first ANC visit for most recent pregnancy","Mean",3.1677,2.8466,3.4887
4,"Al-Gazeera","ANC : Number of ANC visits during most recent pregnancy","Mean",4.063,3.5401,4.5859
4,"Al-Gazeera","ANC : Did not attend ANC during most recent pregnancy","Proportion",0.1238,0.0683,0.1793
4,"Al-Gazeera","ANC : Attended four or more ANC visits during most recent pregnancy","Proportion",0.5406,0.4441,0.6371
4,"Al-Gazeera","ANC : Number of months FeFol tablets consumed during most recent pregnancy","Mean",2.3864,1.9932,2.7797
4,"Al-Gazeera","ANC : Consumed any FeFol tablets during most recent pregnancy","Proportion",0.7077,0.6321,0.7833
4,"Al-Gazeera","ANC : Consumed FeFol tablets for at least 3 months during most recent pregnancy","Proportion",0.462,0.3736,0.5504
4,"Al-Gazeera","ANC : Received Vitamin A tablets postpartum (most recent birth)","Proportion",0.1756,0.1124,0.2389
4,"Al-Gazeera","ANC : Experienced night-blindness during most recent pregnancy","Proportion",0.0898,0.0416,0.1381
4,"Al-Gazeera","ANC : Received postnatal care (most recent birth)","Proportion",0.3847,0.2848,0.4846
4,"Al-Gazeera","ANC : Received tetanus vaccination (2 doses)","Proportion",0.7691,0.6983,0.8399
4,"Al-Gazeera","Health & Nutrition Messages : Carer aware of growth monitoring program","Proportion",0.3899,0.2914,0.4884
4,"Al-Gazeera","Health & Nutrition Messages : Carer aware of CMAM","Proportion",0.5155,0.4011,0.6299
4,"Al-Gazeera","Health & Nutrition Messages : Carer received health and nutrition messages","Proportion",0.4363,0.334,0.5385
4,"Al-Gazeera","Health & Nutrition Messages : Preferred TV channel : Sudan TV","Proportion",0.119,0.0635,0.1745
4,"Al-Gazeera","Health & Nutrition Messages : Preferred TV channel : Local State TV","Proportion",0.0155,1e-04,0.0328
4,"Al-Gazeera","Health & Nutrition Messages : Preferred TV channel : Blue Nile TV","Proportion",0.1056,0.0577,0.1534
4,"Al-Gazeera","Health & Nutrition Messages : Preferred TV channel : Sudania 24","Proportion",0.0067,1e-04,0.0169
4,"Al-Gazeera","Health & Nutrition Messages : Preferred TV channel : Umdurman TV","Proportion",0.0216,0.0027,0.0405
4,"Al-Gazeera","Health & Nutrition Messages : Preferred radio station : National Radio","Proportion",0.0707,0.0274,0.1141
4,"Al-Gazeera","Health & Nutrition Messages : Preferred radio station : Local State Radio","Proportion",0.0163,1e-04,0.0372
4,"Al-Gazeera","Health & Nutrition Messages : Preferred radio station : FM100","Proportion",0.0086,1e-04,0.0223
4,"Al-Gazeera","Health & Nutrition Messages : Preferred radio station : Community Radio","Proportion",0.0017,1e-04,0.0079
