"stateID","state","localityID","locality","Indicator","Type","Estimate","X95..LCL","X95..UCL","sd"
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Carer is circumcised (FGM) : 25 - 29 years of age","Proportion",0.875,0.75,0.9698,0.0535
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Carer is circumcised (FGM) : 30 - 34 years of age","Proportion",0.9059,0.7698,0.989,0.0562
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Carer is circumcised (FGM) : 35 - 39 years of age","Proportion",0.9125,0.8311,0.9738,0.0367
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Carer is circumcised (FGM) : 40 - 44 years of age","Proportion",0.9545,0.7056,1,0.0872
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Carer is circumcised (FGM) : 45 - 49 years of age","Proportion",1,0,1,0.2171
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Carer is circumcised (FGM) : 50 years or older","Proportion",0,0,1,0.1853
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Carer is circumcised (FGM) : All ages","Proportion",0.8807,0.787,0.9539,0.0431
7,"Al-Gadarif",52,"Middle Geddaref","Carer : CHW present at health facility within area","Proportion",0.5455,0.3546,0.7155,0.0902
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumed vitamin B1 / B2 / B3 / B6 / B12-rich foods","Proportion",0.5831,0.4539,0.7051,0.0696
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes animal sources of vitamin A","Proportion",0.433,0.3308,0.5244,0.052
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes any source of vitamin A","Proportion",0.6488,0.5817,0.7157,0.0375
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes calcium-rich foods","Proportion",0.3319,0.217,0.4428,0.0551
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes dairy","Proportion",0.3311,0.2207,0.4515,0.0594
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes eggs","Proportion",0.1287,0.0627,0.1989,0.0371
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes grains, white roots and tubers, and plantains","Proportion",0.992,0.9772,1,0.0062
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes green leafy vegetables","Proportion",0.2443,0.1468,0.342,0.0493
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes iron-rich foods","Proportion",0.6343,0.5295,0.7506,0.0596
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes legumes and pulses","Proportion",0.1339,0.0738,0.2145,0.0361
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes meat, poultry and fish","Proportion",0.5094,0.3787,0.6365,0.0655
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes nuts and seeds","Proportion",0.0909,0.0339,0.1859,0.0407
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes organ meat","Proportion",0.0044,0,0.0204,0.0065
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes other fruits and vegetables","Proportion",0.3079,0.2051,0.3967,0.0488
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes plant sources of vitamin A","Proportion",0.3401,0.2362,0.4496,0.0545
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes vitamin A-rich fruits and vegetables","Proportion",0.1228,0.0745,0.1726,0.0279
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes vitamin B1-rich foods","Proportion",0.759,0.6229,0.8862,0.0674
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes vitamin B12-rich foods","Proportion",0.771,0.632,0.8701,0.0636
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes vitamin B2-rich foods","Proportion",0.8172,0.7184,0.9022,0.0462
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes vitamin B3-rich foods","Proportion",0.6189,0.4715,0.7401,0.072
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes vitamin B6-rich foods","Proportion",0.8785,0.7624,0.9621,0.0537
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Consumes zinc-rich foods","Proportion",0.6045,0.4834,0.7539,0.0668
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Minimum Dietary Diversity - Women","Proportion",0.0585,0.0267,0.0925,0.0172
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Protein-rich (any source)","Proportion",0.7648,0.6125,0.8838,0.0676
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Protein-rich animal sources","Proportion",0.7223,0.571,0.8387,0.0721
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Protein-rich plant sources","Proportion",0.2272,0.1294,0.3502,0.0513
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Diet : Women's Dietary Diversity Score","Mean",2.8812,2.6333,3.1439,0.1175
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Haemoglobin (g/dl)","Mean",12.4767,12.0273,13.378,0.3932
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Marital status : Divorced","Proportion",0.0106,0,0.0277,0.0066
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Marital status : Married","Proportion",0.9869,0.9694,0.9979,0.008
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Marital status : Single (never married)","Proportion",0,0,0,0
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Marital status : Widowed","Proportion",0,0,0.0136,0.0032
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Mean MUAC (mm)","Mean",283.1606,274.4812,291.3343,4.4617
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Medical assistant present at health facility within area","Proportion",0.1036,0.0225,0.2142,0.0552
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Mid-upper arm circumference < 230 mm (as in S3M-I)","Proportion",0.0574,0.0276,0.1042,0.0208
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Mild anaemia","Proportion",0.0625,0,0.1673,0.0494
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Moderate anaemia","Proportion",0,0,0,0
7,"Al-Gadarif",52,"Middle Geddaref","Carer : MUAC < 185 mm (SAM)","Proportion",0.0215,0.0072,0.0463,0.0092
7,"Al-Gadarif",52,"Middle Geddaref","Carer : MUAC < 210 mm (GAM)","Proportion",0.0714,0.036,0.1158,0.0164
7,"Al-Gadarif",52,"Middle Geddaref","Carer : MUAC between 185 mm and 210 mm (MAM)","Proportion",0.0504,0.0085,0.0936,0.0209
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Severe anaemia","Proportion",0,0,0,0
7,"Al-Gadarif",52,"Middle Geddaref","Carer : Village midwife present at health facility within area","Proportion",0.2244,0.0723,0.4073,0.0807
7,"Al-Gadarif",52,"Middle Geddaref","Carer : WASH : Hand-washing : After cleaning child","Proportion",0.4268,0.3147,0.5371,0.0604
7,"Al-Gadarif",52,"Middle Geddaref","Carer : WASH : Hand-washing : After defecation","Proportion",0.6751,0.5732,0.766,0.0482
7,"Al-Gadarif",52,"Middle Geddaref","Carer : WASH : Hand-washing : Before eating","Proportion",0.8143,0.7069,0.9146,0.057
7,"Al-Gadarif",52,"Middle Geddaref","Carer : WASH : Hand-washing : Before feeding child","Proportion",0.2916,0.216,0.3761,0.045
7,"Al-Gadarif",52,"Middle Geddaref","Carer : WASH : Hand-washing : Before preparing food","Proportion",0.3406,0.2394,0.463,0.0555
7,"Al-Gadarif",52,"Middle Geddaref","Carer : WASH : Identified five key hand-washing times","Proportion",0.0527,0.0186,0.118,0.0225
7,"Al-Gadarif",52,"Middle Geddaref","Carer : WASH : Number of appropriate hand-washing events identified","Mean",2.5408,2.2749,2.8505,0.1481
7,"Al-Gadarif",52,"Middle Geddaref","Carer (aged 20 - 24) : Carers first giving birth between 15 and 19 years of age","Proportion",0.8137,0.7045,0.9012,0.0534
7,"Al-Gadarif",52,"Middle Geddaref","Carer (aged 20 - 24) : Married at or before 15 years of age","Proportion",0.2472,0.1603,0.3446,0.0531
7,"Al-Gadarif",52,"Middle Geddaref","Carer (aged 20 - 24) : Married at or before 18 years of age","Proportion",0.6499,0.5588,0.7458,0.0498
7,"Al-Gadarif",52,"Middle Geddaref","Child : Any anaemia","Proportion",0.5789,0.4444,0.7565,0.0701
7,"Al-Gadarif",52,"Middle Geddaref","Child : Child has a birth certificate / birth has been registered","Proportion",0.867,0.7045,0.9675,0.0677
7,"Al-Gadarif",52,"Middle Geddaref","Child : Child has health insurance","Proportion",0.4159,0.2914,0.555,0.0666
7,"Al-Gadarif",52,"Middle Geddaref","Child : Circumcised (FGM) : 14 years of age","LOESS",0.6331,0.2888,0.8996,0.1586
7,"Al-Gadarif",52,"Middle Geddaref","Child : Circumcised (FGM) : All ages","Proportion",0.3004,0.2053,0.3961,0.0532
7,"Al-Gadarif",52,"Middle Geddaref","Child : Circumcised (FGM) : below 8 years of age","Proportion",0.2261,0.1359,0.3418,0.0528
7,"Al-Gadarif",52,"Middle Geddaref","Child : Haemoglobin (g/dl)","Mean",9.8483,9.1109,10.5429,0.3385
7,"Al-Gadarif",52,"Middle Geddaref","Child : HAZ < - 3","Proportion",0.1403,0.0837,0.2348,0.0338
7,"Al-Gadarif",52,"Middle Geddaref","Child : HAZ < -2","Proportion",0.3635,0.2854,0.4702,0.0445
7,"Al-Gadarif",52,"Middle Geddaref","Child : HAZ between -3 and -2","Proportion",0.2171,0.1062,0.3308,0.0544
7,"Al-Gadarif",52,"Middle Geddaref","Child : Mean HAZ","Mean",-1.4469,-1.7403,-1.1795,0.153
7,"Al-Gadarif",52,"Middle Geddaref","Child : Mean MUAC (mm)","Mean",141.6672,139.5779,143.3669,0.9959
7,"Al-Gadarif",52,"Middle Geddaref","Child : Mean WAZ","Mean",-1.2353,-1.4087,-1.0756,0.0953
7,"Al-Gadarif",52,"Middle Geddaref","Child : Mean WHZ","Mean",-0.4684,-0.6079,-0.3138,0.0727
7,"Al-Gadarif",52,"Middle Geddaref","Child : Mild anaemia","Proportion",0.2439,0.0571,0.4147,0.0851
7,"Al-Gadarif",52,"Middle Geddaref","Child : Moderate anaemia","Proportion",0.1667,0.05,0.3537,0.0657
7,"Al-Gadarif",52,"Middle Geddaref","Child : MUAC < 115 mm (SAM)","Proportion",0.0114,0.0053,0.0241,0.0043
7,"Al-Gadarif",52,"Middle Geddaref","Child : MUAC < 125 mm (GAM)","Proportion",0.0759,0.0507,0.1138,0.0101
7,"Al-Gadarif",52,"Middle Geddaref","Child : MUAC between 115 mm and 125 mm (MAM)","Proportion",0.0672,0.0358,0.1032,0.0135
7,"Al-Gadarif",52,"Middle Geddaref","Child : Obese (WHZ > 3)","Proportion",0.0173,0.0048,0.034,0.0084
7,"Al-Gadarif",52,"Middle Geddaref","Child : Oedema","Proportion",0,0,0,0
7,"Al-Gadarif",52,"Middle Geddaref","Child : Overweight (WHZ > 2)","Proportion",0.0281,0.0129,0.0531,0.0111
7,"Al-Gadarif",52,"Middle Geddaref","Child : Period prevalence of ARI","Proportion",0.1327,0.0432,0.2429,0.0484
7,"Al-Gadarif",52,"Middle Geddaref","Child : Period prevalence of diarrhoea","Proportion",0.2047,0.1193,0.3053,0.0453
7,"Al-Gadarif",52,"Middle Geddaref","Child : Period prevalence of fever","Proportion",0.2268,0.1021,0.3722,0.0745
7,"Al-Gadarif",52,"Middle Geddaref","Child : Provided treatment for ARI","Proportion",0.9565,0.8929,1,0.0265
7,"Al-Gadarif",52,"Middle Geddaref","Child : Provided treatment for diarrhoea: Any ORS","Proportion",0.8516,0.6577,0.9522,0.0743
7,"Al-Gadarif",52,"Middle Geddaref","Child : Provided treatment for diarrhoea: Don't know","Proportion",0.0143,0,0.0556,0.013
7,"Al-Gadarif",52,"Middle Geddaref","Child : Provided treatment for diarrhoea: ORS only","Proportion",0.6909,0.4895,0.8334,0.0849
7,"Al-Gadarif",52,"Middle Geddaref","Child : Provided treatment for diarrhoea: ORS with zinc","Proportion",0.4224,0.2845,0.6197,0.0867
7,"Al-Gadarif",52,"Middle Geddaref","Child : Provided treatment for diarrhoea: Zinc only","Proportion",0,0,0,0
7,"Al-Gadarif",52,"Middle Geddaref","Child : Severe anaemia","Proportion",0.1754,0.0571,0.2983,0.0579
7,"Al-Gadarif",52,"Middle Geddaref","Child : Slept under ITN on previous night","Proportion",0.145,0.0505,0.3006,0.0699
7,"Al-Gadarif",52,"Middle Geddaref","Child : Visited health facility for ARI","Proportion",0.8491,0.716,0.946,0.0482
7,"Al-Gadarif",52,"Middle Geddaref","Child : Visited health facility for diarrhoea","Proportion",0.5193,0.367,0.7355,0.0936
7,"Al-Gadarif",52,"Middle Geddaref","Child : Vitamin A supplementation coverage","Proportion",0.3194,0.1685,0.4659,0.0875
7,"Al-Gadarif",52,"Middle Geddaref","Child : WAZ < - 3","Proportion",0.0436,0.0257,0.0771,0.0146
7,"Al-Gadarif",52,"Middle Geddaref","Child : WAZ < -2","Proportion",0.2321,0.179,0.2998,0.0311
7,"Al-Gadarif",52,"Middle Geddaref","Child : WAZ between -3 and -2","Proportion",0.186,0.1262,0.2583,0.0359
7,"Al-Gadarif",52,"Middle Geddaref","Child : WHZ < -2","Proportion",0.0764,0.0421,0.1342,0.0195
7,"Al-Gadarif",52,"Middle Geddaref","Child : WHZ < -3","Proportion",0.0087,0.0023,0.0292,0.0062
7,"Al-Gadarif",52,"Middle Geddaref","Child : WHZ between -3 and -2","Proportion",0.0648,0.0249,0.1275,0.0203
7,"Al-Gadarif",52,"Middle Geddaref","Danger Signs : Carer identified becoming progressively sicker as a danger sign","Proportion",0.0491,0.0228,0.0768,0.0148
7,"Al-Gadarif",52,"Middle Geddaref","Danger Signs : Carer identified bloody diarrhoea as a danger sign","Proportion",0.3161,0.1965,0.4265,0.0578
7,"Al-Gadarif",52,"Middle Geddaref","Danger Signs : Carer identified convulsions as a danger sign","Proportion",0.1308,0.0735,0.1884,0.0312
7,"Al-Gadarif",52,"Middle Geddaref","Danger Signs : Carer identified fever as a danger sign","Proportion",0.8371,0.7695,0.8927,0.0302
7,"Al-Gadarif",52,"Middle Geddaref","Danger Signs : Carer identified loss of consciousness as a danger sign","Proportion",0.0681,0.038,0.1095,0.0177
7,"Al-Gadarif",52,"Middle Geddaref","Danger Signs : Carer identified not feeding as danger sign","Proportion",0.2505,0.1402,0.3832,0.0555
7,"Al-Gadarif",52,"Middle Geddaref","Danger Signs : Carer identified rapid / difficulty breathing as a danger sign","Proportion",0.1542,0.0544,0.2848,0.0556
7,"Al-Gadarif",52,"Middle Geddaref","Danger Signs : Carer identified vomiting as a danger sign","Proportion",0.3348,0.2279,0.4322,0.0569
7,"Al-Gadarif",52,"Middle Geddaref","Danger Signs : Number of danger signs identified by carer (max = 5)","Mean",1.6091,1.4344,1.7847,0.0863
7,"Al-Gadarif",52,"Middle Geddaref","Education : Access to basic education","Proportion",0.9106,0.7628,0.9832,0.0608
7,"Al-Gadarif",52,"Middle Geddaref","Education : Access to education (preschool or basic)","Proportion",0.855,0.7111,0.9478,0.0734
7,"Al-Gadarif",52,"Middle Geddaref","Education : Access to preschool education","Proportion",0.751,0.5351,0.8832,0.0882
7,"Al-Gadarif",52,"Middle Geddaref","Education : Ever attended school","Proportion",0.7601,0.6416,0.8743,0.062
7,"Al-Gadarif",52,"Middle Geddaref","Education : Reason for not attending school : Child is working","Proportion",0.0175,0,0.0834,0.0263
7,"Al-Gadarif",52,"Middle Geddaref","Education : Reason for not attending school : Displacement","Proportion",0,0,0,0
7,"Al-Gadarif",52,"Middle Geddaref","Education : Reason for not attending school : Early marriage","Proportion",0,0,0.0519,0.0123
7,"Al-Gadarif",52,"Middle Geddaref","Education : Reason for not attending school : Illness or disability","Proportion",0.026,0,0.1498,0.0346
7,"Al-Gadarif",52,"Middle Geddaref","Education : Reason for not attending school : Mixed education","Proportion",0.01,0,0.0668,0.0164
7,"Al-Gadarif",52,"Middle Geddaref","Education : Reason for not attending school : No schools","Proportion",0.5172,0.0555,0.7838,0.3009
7,"Al-Gadarif",52,"Middle Geddaref","Education : Reason for not attending school : No toilets or water in school","Proportion",0,0,0,0
7,"Al-Gadarif",52,"Middle Geddaref","Education : Reason for not attending school : Other","Proportion",0.3714,0.1686,0.8335,0.1748
7,"Al-Gadarif",52,"Middle Geddaref","Education : Reason for not attending school : School fees","Proportion",0,0,0.0367,0.0098
7,"Al-Gadarif",52,"Middle Geddaref","Education : Reason for not attending school : School is too far from home","Proportion",0.0217,0,0.3235,0.0872
7,"Al-Gadarif",52,"Middle Geddaref","EPI : BCG coverage for children below 12 months","Proportion",0.9486,0.8902,0.9877,0.0244
7,"Al-Gadarif",52,"Middle Geddaref","EPI : First dose measles vaccine for children below 12 months","Proportion",0.4653,0.31,0.6288,0.0771
7,"Al-Gadarif",52,"Middle Geddaref","EPI : First dose OPV coverage for children below 12 months","Proportion",0.927,0.8571,0.9764,0.032
7,"Al-Gadarif",52,"Middle Geddaref","EPI : First dose pentavalent vaccine coverage for children below 12 months","Proportion",0.9356,0.8659,0.9816,0.0337
7,"Al-Gadarif",52,"Middle Geddaref","EPI : Full EPI coverage for children below 12 months (without rotavirus vaccine)","Proportion",0.3433,0.2499,0.4388,0.0502
7,"Al-Gadarif",52,"Middle Geddaref","EPI : Second dose measles vaccine for children below 12 months","Proportion",0.1677,0.078,0.278,0.0567
7,"Al-Gadarif",52,"Middle Geddaref","EPI : Third dose OPV coverage for children below 12 months","Proportion",0.7055,0.5808,0.841,0.0715
7,"Al-Gadarif",52,"Middle Geddaref","EPI : Third dose pentavelent vaccine coverage for children below 12 months","Proportion",0.6948,0.5613,0.8176,0.0645
7,"Al-Gadarif",52,"Middle Geddaref","EPI : Vaccine card available / seen for children below 24 months","Proportion",0.7747,0.6647,0.8751,0.0547
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Carer aware of CMAM","Proportion",0.4691,0.3602,0.5727,0.0524
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Carer aware of growth monitoring program","Proportion",0.4094,0.2668,0.5434,0.0664
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Carer received health and nutrition messages","Proportion",0.5022,0.4022,0.5891,0.0467
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred medium : Internet","Proportion",0.0062,0,0.0171,0.0051
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred medium : Mobile phone SMS","Proportion",0.009,0,0.0389,0.0131
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred medium : Outreach workers","Proportion",0.2655,0.1375,0.4354,0.0774
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred medium : Posters","Proportion",0.0216,0.0022,0.0564,0.0155
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred medium : Radio","Proportion",0.4383,0.2715,0.6056,0.081
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred medium : Social media","Proportion",0.1017,0.0252,0.2004,0.0467
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred medium : TV","Proportion",0.2897,0.1148,0.4858,0.088
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred programs : Children's programs","Proportion",0.0673,0.0273,0.1237,0.0249
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred programs : Documentaries","Proportion",0.0261,0.0046,0.0541,0.0118
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred programs : News","Proportion",0.4814,0.3219,0.646,0.0872
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred programs : Serials","Proportion",0.2418,0.1415,0.3264,0.0525
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred programs : Talk shows","Proportion",0.1056,0.0466,0.1733,0.032
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred radio station : Community Radio","Proportion",0.0512,0.017,0.0996,0.0209
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred radio station : Darfur Radio","Proportion",0.0043,0,0.0153,0.0035
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred radio station : FM100","Proportion",0.0155,0.0022,0.0355,0.0088
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred radio station : Local State Radio","Proportion",0.193,0.0837,0.3264,0.0643
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred radio station : National Radio","Proportion",0.161,0.0913,0.2286,0.0344
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred time to receive health messages : Afternoon","Proportion",0.2505,0.1305,0.3892,0.0617
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred time to receive health messages : Evening","Proportion",0.3696,0.2524,0.4692,0.0552
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred time to receive health messages : Morning","Proportion",0.3295,0.1884,0.4827,0.0805
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred time to receive health messages : Night","Proportion",0.0832,0.0311,0.1589,0.0342
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred TV channel : Blue Nile TV","Proportion",0.094,0.0201,0.2001,0.0409
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred TV channel : Local State TV","Proportion",0.0086,0,0.0218,0.0064
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred TV channel : Sudan TV","Proportion",0.1307,0.0529,0.2276,0.0464
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred TV channel : Sudania 24","Proportion",0.0025,0,0.0135,0.0048
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Messages : Preferred TV channel : Umdurman TV","Proportion",0.0201,0.0023,0.0477,0.012
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Programming : GM / GMP coverage","Proportion",0.0202,0.004,0.041,0.0105
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Programming : IYCF counselling / messaging coverage","Proportion",0.3994,0.3268,0.4739,0.037
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Programming : MUAC screening in past month","Proportion",0.0157,0.0042,0.0342,0.0077
7,"Al-Gadarif",52,"Middle Geddaref","Health & Nutrition Programming : MUAC screening in past three months","Proportion",0.0878,0.0332,0.154,0.0301
7,"Al-Gadarif",52,"Middle Geddaref","Household : CSI = 0","Proportion",0.9212,0.8586,0.9633,0.0273
7,"Al-Gadarif",52,"Middle Geddaref","Household : High CSI","Proportion",0.0503,0.0189,0.099,0.0192
7,"Al-Gadarif",52,"Middle Geddaref","Household : Low CSI","Proportion",0,0,0,0
7,"Al-Gadarif",52,"Middle Geddaref","Household : Moderate CSI","Proportion",0.0285,0.0095,0.0543,0.0114
7,"Al-Gadarif",52,"Middle Geddaref","Household : Salt iodization : Adequate (> 15 ppm)","Proportion",0,0,0,0
7,"Al-Gadarif",52,"Middle Geddaref","Household : Salt iodization : Any iodization","Proportion",0.1123,0.0349,0.2376,0.0536
7,"Al-Gadarif",52,"Middle Geddaref","Household : Salt iodization : Substandard or no iodization","Proportion",1,1,1,0
7,"Al-Gadarif",52,"Middle Geddaref","Household : Time to health facility < 1 hour","Proportion",0.9959,0.9638,1,0.0113
7,"Al-Gadarif",52,"Middle Geddaref","Household : Time to health facility < 30 minutes","Proportion",0.9707,0.9255,1,0.0189
7,"Al-Gadarif",52,"Middle Geddaref","Household : Time to health facility in hours (mean)","Mean",0.2725,0.2294,0.3335,0.0286
7,"Al-Gadarif",52,"Middle Geddaref","IYCF : Age-appropriate continuing breastfeeding","Proportion",0.7237,0.6489,0.7892,0.0375
7,"Al-Gadarif",52,"Middle Geddaref","IYCF : Age-appropriate dietary diversity","Proportion",0.1898,0.135,0.2532,0.0305
7,"Al-Gadarif",52,"Middle Geddaref","IYCF : Age-appropriate meal frequency","Proportion",0.7329,0.632,0.8283,0.0501
7,"Al-Gadarif",52,"Middle Geddaref","IYCF : Diet : Consumed vitamin B1 / B2 / B3 / B6 / B12-rich foods","Proportion",0.0909,0,0.5,0.1483
7,"Al-Gadarif",52,"Middle Geddaref","IYCF : Diet : Consumes animal sources of vitamin A","Proportion",0.0833,0,1,0.1647
7,"Al-Gadarif",52,"Middle Geddaref","IYCF : Diet : Consumes any source of vitamin A","Proportion",0.0833,0,1,0.1853
7,"Al-Gadarif",52,"Middle Geddaref","IYCF : Diet : Consumes calcium-rich foods","Proportion",0.0909,0,1,0.1853
7,"Al-Gadarif",52,"Middle Geddaref","IYCF : Diet : Consumes iron-rich foods","Proportion",0.0769,0,0.5,0.1483
7,"Al-Gadarif",52,"Middle Geddaref","IYCF : Diet : Consumes plant sources of vitamin A","Proportion",0,0,0,0
