"stateID","state","indicator","type","estimate","lcl","ucl"
7,"Al-Gadarif","Child : Mean WHZ","Mean",-0.5,-0.72,-0.28
7,"Al-Gadarif","Child : WHZ < -2","Proportion",10.98,5.33,16.62
7,"Al-Gadarif","Child : WHZ between -3 and -2","Proportion",8.38,2.12,14.64
7,"Al-Gadarif","Child : WHZ < -3","Proportion",2.35,0.01,5.04
7,"Al-Gadarif","Child : Oedema","Proportion",0.28,0.01,1.11
7,"Al-Gadarif","Child : Overweight (WHZ > 2)","Proportion",4.33,1.62,7.04
7,"Al-Gadarif","Child : Obese (WHZ > 3)","Proportion",1.74,0.14,3.33
7,"Al-Gadarif","Child : Period prevalence of diarrhoea","Proportion",20.15,13,27.31
7,"Al-Gadarif","Child : Period prevalence of ARI","Proportion",22.55,14.73,30.37
7,"Al-Gadarif","Child : Period prevalence of fever","Proportion",17.74,10.29,25.19
7,"Al-Gadarif","Child : Visited health facility for diarrhoea","Proportion",66.92,52.11,81.74
7,"Al-Gadarif","Child : Visited health facility for ARI","Proportion",76.76,62.62,90.91
7,"Al-Gadarif","Child : Provided treatment for ARI","Proportion",79.78,66.32,93.25
7,"Al-Gadarif","Child : Provided treatment for diarrhoea: ORS only","Proportion",58.96,42.19,75.74
7,"Al-Gadarif","Child : Provided treatment for diarrhoea: ORS with zinc","Proportion",39.07,22.67,55.46
7,"Al-Gadarif","Child : Provided treatment for diarrhoea: Any ORS","Proportion",78.32,65.85,90.8
7,"Al-Gadarif","Child : Provided treatment for diarrhoea: Zinc only","Proportion",0,0,0
7,"Al-Gadarif","Child : Provided treatment for diarrhoea: Don't know","Proportion",2.04,0.01,6.33
7,"Al-Gadarif","Child : Circumcised (FGM) : All ages","Proportion",19.89,12.16,27.62
7,"Al-Gadarif","Child : Circumcised (FGM) : 14 years of age","LOESS",56.53,26.23,86.83
7,"Al-Gadarif","Child : Circumcised (FGM) : below 8 years of age","Proportion",11.97,5.81,18.13
7,"Al-Gadarif","Education : Access to preschool education","Proportion",52.72,38.83,66.6
7,"Al-Gadarif","Education : Access to basic education","Proportion",80.92,70.31,91.54
7,"Al-Gadarif","Education : Access to education (preschool or basic)","Proportion",71.8,61.37,82.24
7,"Al-Gadarif","Education : Reason for not attending school : Mixed education","Proportion",0.22,0.01,1.38
7,"Al-Gadarif","Education : Reason for not attending school : No schools","Proportion",20.38,0.01,44.39
7,"Al-Gadarif","Education : Reason for not attending school : No toilets or water in school","Proportion",0.05,0.01,0.63
7,"Al-Gadarif","Education : Reason for not attending school : Illness or disability","Proportion",2.05,0.01,5.3
7,"Al-Gadarif","Education : Reason for not attending school : School is too far from home","Proportion",8.98,0.01,19.63
7,"Al-Gadarif","Education : Reason for not attending school : Child is working","Proportion",1.77,0.01,5.79
7,"Al-Gadarif","Education : Reason for not attending school : Early marriage","Proportion",0.98,0.01,3.46
7,"Al-Gadarif","Education : Reason for not attending school : School fees","Proportion",8.63,0.01,17.35
7,"Al-Gadarif","Education : Reason for not attending school : Displacement","Proportion",2.06,0.01,7.97
7,"Al-Gadarif","Education : Reason for not attending school : Other","Proportion",51.8,30.95,72.65
7,"Al-Gadarif","Education : Ever attended school","Proportion",56.22,46.58,65.87
7,"Al-Gadarif","Health & Nutrition Programming : MUAC screening in past month","Proportion",3.82,1.33,6.31
7,"Al-Gadarif","Health & Nutrition Programming : MUAC screening in past three months","Proportion",10.36,4.58,16.15
7,"Al-Gadarif","Health & Nutrition Programming : GM / GMP coverage","Proportion",1.7,0.15,3.25
7,"Al-Gadarif","Health & Nutrition Programming : IYCF counselling / messaging coverage","Proportion",34.15,24.63,43.68
7,"Al-Gadarif","Child : Child has health insurance","Proportion",28.17,20.53,35.8
7,"Al-Gadarif","IYCF : Exclusive breastfeeding","Proportion",66.77,47.18,86.36
7,"Al-Gadarif","IYCF : Age-appropriate continuing breastfeeding","Proportion",72.42,64.01,80.84
7,"Al-Gadarif","IYCF : Age-appropriate dietary diversity","Proportion",18.74,11.42,26.06
7,"Al-Gadarif","IYCF : Age-appropriate meal frequency","Proportion",64.24,54.13,74.35
7,"Al-Gadarif","IYCF : Infant and child feeding index (ICFI)","Mean",3.77,3.52,4.01
7,"Al-Gadarif","IYCF : Good IYCF (children aged 6 months or older)","Proportion",10.1,4.66,15.55
7,"Al-Gadarif","IYCF : Good IYCF (children aged between 0 and 24 months)","Proportion",19.9,13.36,26.45
7,"Al-Gadarif","IYCF : Diet : Protein-rich animal sources","Proportion",19.37,0.01,45.35
7,"Al-Gadarif","IYCF : Diet : Protein-rich plant sources","Proportion",1.11,0.01,8.62
7,"Al-Gadarif","IYCF : Diet : Protein-rich (any source)","Proportion",20.65,0.01,48.55
7,"Al-Gadarif","IYCF : Diet : Consumes plant sources of vitamin A","Proportion",8.91,0.01,30.96
7,"Al-Gadarif","IYCF : Diet : Consumes animal sources of vitamin A","Proportion",8.25,0.01,36.94
7,"Al-Gadarif","IYCF : Diet : Consumes any source of vitamin A","Proportion",18.13,0.01,49.54
7,"Al-Gadarif","IYCF : Diet : Consumes iron-rich foods","Proportion",14.99,0.01,38.99
7,"Al-Gadarif","IYCF : Diet : Consumes calcium-rich foods","Proportion",7.77,0.01,36.29
7,"Al-Gadarif","IYCF : Diet : Consumes zinc-rich foods","Proportion",12.81,0.01,35.46
7,"Al-Gadarif","IYCF : Diet : Consumes vitamin B1-rich foods","Proportion",21.37,0.01,48.36
7,"Al-Gadarif","IYCF : Diet : Consumes vitamin B2-rich foods","Proportion",24.03,0.01,52.05
7,"Al-Gadarif","IYCF : Diet : Consumes vitamin B3-rich foods","Proportion",12.49,0.01,36.83
7,"Al-Gadarif","IYCF : Diet : Consumes vitamin B6-rich foods","Proportion",22.12,0.01,54.17
7,"Al-Gadarif","IYCF : Diet : Consumes vitamin B12-rich foods","Proportion",21.63,0.01,50.1
7,"Al-Gadarif","IYCF : Diet : Consumed vitamin B1 / B2 / B3 / B6 / B12-rich foods","Proportion",12.15,0.01,34.78
7,"Al-Gadarif","IYCF : Introduction of solid, semi-solid or soft foods for children 6-8 months","Proportion",73.16,54.14,92.19
7,"Al-Gadarif","IYCF : ICFI (children aged 6-8 months)","Mean",4.41,3.7,5.12
7,"Al-Gadarif","IYCF : Good IYCF (children aged 6-8 months)","Proportion",37.91,16.32,59.5
7,"Al-Gadarif","EPI : Vaccine card available / seen for children below 24 months","Proportion",75.62,66.53,84.72
7,"Al-Gadarif","EPI : BCG coverage for children below 12 months","Proportion",84.89,76.3,93.49
7,"Al-Gadarif","EPI : First dose pentavalent vaccine coverage for children below 12 months","Proportion",81.4,71.95,90.84
7,"Al-Gadarif","EPI : Third dose pentavelent vaccine coverage for children below 12 months","Proportion",63.97,52.64,75.31
7,"Al-Gadarif","EPI : First dose OPV coverage for children below 12 months","Proportion",77.87,68.39,87.35
7,"Al-Gadarif","EPI : Third dose OPV coverage for children below 12 months","Proportion",63.57,52.32,74.83
7,"Al-Gadarif","EPI : First dose measles vaccine for children below 12 months","Proportion",34.85,23.96,45.74
7,"Al-Gadarif","EPI : Second dose measles vaccine for children below 12 months","Proportion",11.68,3.53,19.82
7,"Al-Gadarif","EPI : Full EPI coverage for children below 12 months (without rotavirus vaccine)","Proportion",30.65,20.75,40.54
7,"Al-Gadarif","Child : Vitamin A supplementation coverage","Proportion",35.46,22.75,48.17
7,"Al-Gadarif","Carer : Haemoglobin (g/dl)","Mean",12.45,11.23,13.68
7,"Al-Gadarif","Carer : Any anaemia","Proportion",16.64,0.01,48.41
7,"Al-Gadarif","Carer : Mild anaemia","Proportion",7.22,0.01,19.08
7,"Al-Gadarif","Carer : Moderate anaemia","Proportion",8.35,0.01,26.94
7,"Al-Gadarif","Carer : Severe anaemia","Proportion",0,0,0.8
7,"Al-Gadarif","Child : Haemoglobin (g/dl)","Mean",11.14,10.63,11.65
7,"Al-Gadarif","Child : Any anaemia","Proportion",33.52,16.79,50.25
7,"Al-Gadarif","Child : Mild anaemia","Proportion",16.07,3.76,28.38
7,"Al-Gadarif","Child : Moderate anaemia","Proportion",14.61,3.19,26.02
7,"Al-Gadarif","Child : Severe anaemia","Proportion",1.96,0.01,7.84
7,"Al-Gadarif","Household : CSI = 0","Proportion",85.14,77.55,92.73
7,"Al-Gadarif","Household : Low CSI","Proportion",1.13,0.01,2.87
7,"Al-Gadarif","Household : Moderate CSI","Proportion",1.89,0,3.79
7,"Al-Gadarif","Household : High CSI","Proportion",11.51,4.9,18.12
7,"Al-Gadarif","PLW carers / other PLW : MUAC","Mean",268.3,261.28,275.32
7,"Al-Gadarif","PLW carers / other PLW : MUAC < 230 mm","Proportion",13.12,6.93,19.31
7,"Al-Gadarif","Carer : WASH : Number of appropriate hand-washing events identified","Mean",2.42,2.15,2.69
7,"Al-Gadarif","Carer : WASH : Identified five key hand-washing times","Proportion",5.88,1.51,10.24
7,"Al-Gadarif","Carer : WASH : Hand-washing : After defecation","Proportion",49.04,37.86,60.22
7,"Al-Gadarif","Carer : WASH : Hand-washing : After cleaning child","Proportion",39.89,29.3,50.49
7,"Al-Gadarif","Carer : WASH : Hand-washing : Before eating","Proportion",76.95,69.94,83.97
7,"Al-Gadarif","Carer : WASH : Hand-washing : Before feeding child","Proportion",36.12,25.35,46.88
7,"Al-Gadarif","Carer : WASH : Hand-washing : Before preparing food","Proportion",39.75,30.86,48.63
7,"Al-Gadarif","WASH : Public pipe network in house","Proportion",8.2,0.01,18.4
7,"Al-Gadarif","WASH : Public pipe network in yard","Proportion",15.3,3.56,27.04
7,"Al-Gadarif","WASH : Public water pipe","Proportion",3.46,0.01,10.34
7,"Al-Gadarif","WASH : Protected ground water","Proportion",24.29,10.36,38.22
7,"Al-Gadarif","WASH : Protected well","Proportion",19.47,8.33,30.62
7,"Al-Gadarif","WASH : Filtered surface water","Proportion",6.67,0.01,15.74
7,"Al-Gadarif","WASH : Water transferred by car from improved sources","Proportion",20.51,6.34,34.68
7,"Al-Gadarif","WASH : Public pipe network in house within 30 minutes","Proportion",8.36,0.01,18.45
7,"Al-Gadarif","WASH : Public pipe network in yard within 30 minutes","Proportion",14.14,2.45,25.83
7,"Al-Gadarif","WASH : Public water pipe within 30 minutes","Proportion",3.18,0.01,9.32
7,"Al-Gadarif","WASH : Protected ground water within 30 minutes","Proportion",22.01,9.11,34.92
7,"Al-Gadarif","WASH : Protected well within 30 minutes","Proportion",16.41,4.31,28.5
7,"Al-Gadarif","WASH : Filtered surface water within 30 minutes","Proportion",5.99,0.01,14.82
7,"Al-Gadarif","WASH : Water transferred by car from improved sources within 30 minutes","Proportion",17.9,4.66,31.15
7,"Al-Gadarif","WASH : Uses improved drinking water sources","Proportion",93.2,84.26,99.99
7,"Al-Gadarif","WASH : Improved drinking water source within 30 minutes","Proportion",83.84,72.99,94.68
7,"Al-Gadarif","WASH : Uses improved drinking water sources","Proportion",93.21,84.22,99.99
7,"Al-Gadarif","WASH : Improved drinking water source within 30 minutes","Proportion",83.85,73.26,94.44
7,"Al-Gadarif","WASH : Uses improved toilet facilities","Proportion",25.27,14.62,35.92
7,"Al-Gadarif","WASH : Uses non-shared improved toilet facilities","Proportion",17.56,8.5,26.63
7,"Al-Gadarif","WASH : Open defecation","Proportion",55.08,40.91,69.25
7,"Al-Gadarif","WASH : Has basic hand-washing facilities","Proportion",5.69,0.01,13.33
4,"Al-Gazeera","ANC : Gestational age (months) at first ANC visit for most recent pregnancy","Mean",3.17,2.85,3.49
4,"Al-Gazeera","ANC : Number of ANC visits during most recent pregnancy","Mean",4.06,3.54,4.59
4,"Al-Gazeera","ANC : Did not attend ANC during most recent pregnancy","Proportion",12.38,6.83,17.93
4,"Al-Gazeera","ANC : Attended four or more ANC visits during most recent pregnancy","Proportion",54.06,44.41,63.71
4,"Al-Gazeera","ANC : Number of months FeFol tablets consumed during most recent pregnancy","Mean",2.39,1.99,2.78
4,"Al-Gazeera","ANC : Consumed any FeFol tablets during most recent pregnancy","Proportion",70.77,63.21,78.33
4,"Al-Gazeera","ANC : Consumed FeFol tablets for at least 3 months during most recent pregnancy","Proportion",46.2,37.36,55.04
4,"Al-Gazeera","ANC : Received Vitamin A tablets postpartum (most recent birth)","Proportion",17.56,11.24,23.89
4,"Al-Gazeera","ANC : Experienced night-blindness during most recent pregnancy","Proportion",8.98,4.16,13.81
4,"Al-Gazeera","ANC : Received postnatal care (most recent birth)","Proportion",38.47,28.48,48.46
4,"Al-Gazeera","ANC : Received tetanus vaccination (2 doses)","Proportion",76.91,69.83,83.99
4,"Al-Gazeera","Health & Nutrition Messages : Carer aware of growth monitoring program","Proportion",38.99,29.14,48.84
4,"Al-Gazeera","Health & Nutrition Messages : Carer aware of CMAM","Proportion",51.55,40.11,62.99
4,"Al-Gazeera","Health & Nutrition Messages : Carer received health and nutrition messages","Proportion",43.63,33.4,53.85
4,"Al-Gazeera","Health & Nutrition Messages : Preferred TV channel : Sudan TV","Proportion",11.9,6.35,17.45
4,"Al-Gazeera","Health & Nutrition Messages : Preferred TV channel : Local State TV","Proportion",1.55,0.01,3.28
4,"Al-Gazeera","Health & Nutrition Messages : Preferred TV channel : Blue Nile TV","Proportion",10.56,5.77,15.34
4,"Al-Gazeera","Health & Nutrition Messages : Preferred TV channel : Sudania 24","Proportion",0.67,0.01,1.69
4,"Al-Gazeera","Health & Nutrition Messages : Preferred TV channel : Umdurman TV","Proportion",2.16,0.27,4.05
4,"Al-Gazeera","Health & Nutrition Messages : Preferred radio station : National Radio","Proportion",7.07,2.74,11.41
4,"Al-Gazeera","Health & Nutrition Messages : Preferred radio station : Local State Radio","Proportion",1.63,0.01,3.72
4,"Al-Gazeera","Health & Nutrition Messages : Preferred radio station : FM100","Proportion",0.86,0.01,2.23
4,"Al-Gazeera","Health & Nutrition Messages : Preferred radio station : Community Radio","Proportion",0.17,0.01,0.79
4,"Al-Gazeera","Health & Nutrition Messages : Preferred radio station : Darfur Radio","Proportion",0,0,0
4,"Al-Gazeera","Health & Nutrition Messages : Preferred medium : Social media","Proportion",4.73,1.27,8.2
4,"Al-Gazeera","Health & Nutrition Messages : Preferred medium : Mobile phone SMS","Proportion",9.87,3.14,16.6
4,"Al-Gazeera","Health & Nutrition Messages : Preferred medium : Internet","Proportion",5.44,1.35,9.53
4,"Al-Gazeera","Health & Nutrition Messages : Preferred medium : Outreach workers","Proportion",31.28,19.42,43.14
4,"Al-Gazeera","Health & Nutrition Messages : Preferred medium : Posters","Proportion",1.71,0.01,3.67
4,"Al-Gazeera","Health & Nutrition Messages : Preferred medium : Radio","Proportion",11.02,4.76,17.27
4,"Al-Gazeera","Health & Nutrition Messages : Preferred medium : TV","Proportion",32.61,21.53,43.69
4,"Al-Gazeera","Health & Nutrition Messages : Preferred programs : News","Proportion",6.94,2.65,11.24
4,"Al-Gazeera","Health & Nutrition Messages : Preferred programs : Serials","Proportion",4.61,1.1,8.12
4,"Al-Gazeera","Health & Nutrition Messages : Preferred programs : Talk shows","Proportion",23.45,16.11,30.79
4,"Al-Gazeera","Health & Nutrition Messages : Preferred programs : Children's programs","Proportion",5.41,2.38,8.44
