"stateID","state","Indicator","Type","Estimate","X95..LCL","X95..UCL"
5,"Red Sea","Education : Access to preschool education - MALES","Proportion",40.45,17.97,62.94
5,"Red Sea","Education : Access to basic education - MALES","Proportion",79.95,59.88,99.99
5,"Red Sea","Education : Access to education (preschool or basic) - MALES","Proportion",65.57,48.11,83.03
5,"Red Sea","Education : Access to preschool education - FEMALES","Proportion",36.98,17.14,56.82
5,"Red Sea","Education : Access to basic education - FEMALES","Proportion",83.04,64.71,99.99
5,"Red Sea","Education : Access to education (preschool or basic) - FEMALES","Proportion",66.29,47.73,84.84
2,"River Nile","Education : Access to preschool education - ALL children","Proportion",72.41,60.05,84.78
2,"River Nile","Education : Access to basic education - ALL children","Proportion",89.51,82.4,96.63
2,"River Nile","Education : Access to education (preschool or basic) - ALL children","Proportion",84.32,75.27,93.37
2,"River Nile","Education : Access to preschool education - MALES","Proportion",72.51,57.59,87.43
2,"River Nile","Education : Access to basic education - MALES","Proportion",88.47,79.38,97.56
2,"River Nile","Education : Access to education (preschool or basic) - MALES","Proportion",83.66,75.09,92.23
2,"River Nile","Education : Access to preschool education - FEMALES","Proportion",72.43,57.14,87.73
2,"River Nile","Education : Access to basic education - FEMALES","Proportion",90.8,83.27,98.33
2,"River Nile","Education : Access to education (preschool or basic) - FEMALES","Proportion",85.13,75.79,94.47
8,"Sinar","Education : Access to preschool education - ALL children","Proportion",63.55,51.39,75.72
8,"Sinar","Education : Access to basic education - ALL children","Proportion",80.68,69.88,91.48
8,"Sinar","Education : Access to education (preschool or basic) - ALL children","Proportion",75.24,65.15,85.34
8,"Sinar","Education : Access to preschool education - MALES","Proportion",62.86,48.62,77.1
8,"Sinar","Education : Access to basic education - MALES","Proportion",80.36,69.12,91.6
8,"Sinar","Education : Access to education (preschool or basic) - MALES","Proportion",75.03,64.9,85.16
8,"Sinar","Education : Access to preschool education - FEMALES","Proportion",64.81,50.15,79.47
8,"Sinar","Education : Access to basic education - FEMALES","Proportion",81.07,69.23,92.9
8,"Sinar","Education : Access to education (preschool or basic) - FEMALES","Proportion",75.75,64.38,87.12
15,"South Darfur","Education : Access to preschool education - ALL children","Proportion",39.09,25.59,52.59
15,"South Darfur","Education : Access to basic education - ALL children","Proportion",68.81,56.73,80.89
15,"South Darfur","Education : Access to education (preschool or basic) - ALL children","Proportion",60.32,48.41,72.22
15,"South Darfur","Education : Access to preschool education - MALES","Proportion",38.38,22.81,53.94
15,"South Darfur","Education : Access to basic education - MALES","Proportion",70.62,57.92,83.31
15,"South Darfur","Education : Access to education (preschool or basic) - MALES","Proportion",61.85,49.64,74.06
15,"South Darfur","Education : Access to preschool education - FEMALES","Proportion",39.02,23.28,54.75
15,"South Darfur","Education : Access to basic education - FEMALES","Proportion",66.43,50.47,82.39
15,"South Darfur","Education : Access to education (preschool or basic) - FEMALES","Proportion",58.82,45.13,72.5
12,"South Kourdofan","Education : Access to preschool education - ALL children","Proportion",37.55,23.4,51.7
12,"South Kourdofan","Education : Access to basic education - ALL children","Proportion",68.53,54.96,82.1
12,"South Kourdofan","Education : Access to education (preschool or basic) - ALL children","Proportion",59.68,46.74,72.62
12,"South Kourdofan","Education : Access to preschool education - MALES","Proportion",36.39,18.3,54.49
12,"South Kourdofan","Education : Access to basic education - MALES","Proportion",71.44,58.43,84.45
12,"South Kourdofan","Education : Access to education (preschool or basic) - MALES","Proportion",61.51,48.57,74.46
12,"South Kourdofan","Education : Access to preschool education - FEMALES","Proportion",38.97,22.19,55.74
12,"South Kourdofan","Education : Access to basic education - FEMALES","Proportion",65.35,50.65,80.05
12,"South Kourdofan","Education : Access to education (preschool or basic) - FEMALES","Proportion",57.94,44.24,71.63
18,"West Darfur","Education : Access to preschool education - ALL children","Proportion",22.41,12.95,31.87
18,"West Darfur","Education : Access to basic education - ALL children","Proportion",66.02,52.9,79.13
18,"West Darfur","Education : Access to education (preschool or basic) - ALL children","Proportion",50.71,40.49,60.92
18,"West Darfur","Education : Access to preschool education - MALES","Proportion",22.57,11.86,33.28
18,"West Darfur","Education : Access to basic education - MALES","Proportion",69.72,56.16,83.29
18,"West Darfur","Education : Access to education (preschool or basic) - MALES","Proportion",53.09,42.48,63.7
18,"West Darfur","Education : Access to preschool education - FEMALES","Proportion",21.15,10.78,31.51
18,"West Darfur","Education : Access to basic education - FEMALES","Proportion",62.7,47.69,77.71
18,"West Darfur","Education : Access to education (preschool or basic) - FEMALES","Proportion",48.47,37.62,59.32
13,"West Kourdofan","Education : Access to preschool education - ALL children","Proportion",36.55,22.95,50.16
13,"West Kourdofan","Education : Access to basic education - ALL children","Proportion",74.86,62.46,87.26
13,"West Kourdofan","Education : Access to education (preschool or basic) - ALL children","Proportion",61.79,50.3,73.28
13,"West Kourdofan","Education : Access to preschool education - MALES","Proportion",35.46,20.11,50.81
13,"West Kourdofan","Education : Access to basic education - MALES","Proportion",77.19,65.1,89.27
13,"West Kourdofan","Education : Access to education (preschool or basic) - MALES","Proportion",63.21,51.04,75.39
13,"West Kourdofan","Education : Access to preschool education - FEMALES","Proportion",37.72,21.4,54.04
13,"West Kourdofan","Education : Access to basic education - FEMALES","Proportion",72.69,59.26,86.11
13,"West Kourdofan","Education : Access to education (preschool or basic) - FEMALES","Proportion",60.51,47.57,73.45
10,"White Nile","Education : Access to preschool education - ALL children","Proportion",57.9,45.47,70.34
10,"White Nile","Education : Access to basic education - ALL children","Proportion",84.76,74.57,94.95
10,"White Nile","Education : Access to education (preschool or basic) - ALL children","Proportion",76.21,66.48,85.94
10,"White Nile","Education : Access to preschool education - MALES","Proportion",53.72,39.12,68.33
10,"White Nile","Education : Access to basic education - MALES","Proportion",83.58,73.4,93.76
10,"White Nile","Education : Access to education (preschool or basic) - MALES","Proportion",74.51,64.51,84.51
10,"White Nile","Education : Access to preschool education - FEMALES","Proportion",61.9,47.25,76.55
10,"White Nile","Education : Access to basic education - FEMALES","Proportion",85.91,74.54,97.28
10,"White Nile","Education : Access to education (preschool or basic) - FEMALES","Proportion",78.51,67.84,89.18
